日期,日产气量,日产水量,井底流压,地层压力
2015/5/11,30.4293,176,69.73032855,71.18208594
2015/5/12,30.4224,174,69.70821779,71.17781008
2015/5/13,30.3743,179,69.71641125,71.17354097
2015/5/14,30.3562,175,69.71540746,71.1692744
2015/5/15,30.3609,173,69.69393976,71.16500718
2015/5/16,13.4068,62,68.53822851,71.16312285
2015/5/17,31.6982,152,69.27001481,71.15866767
2015/5/18,31.2509,175,69.54848102,71.15427536
2015/5/19,31.1626,176,69.68466072,71.14989545
2015/5/20,31.1582,177,69.66268692,71.14551617
2015/5/21,31.0797,171,69.71253542,71.14114792
2015/5/22,31.0879,175,69.57178789,71.13677851
2015/5/23,31.0751,176,69.54933297,71.13241091
2015/5/24,31.0797,166,69.63650134,71.12804266
2015/5/25,31.0431,175,69.71046023,71.12367955
2015/5/26,31.036,176,69.64488518,71.11931744
2015/5/27,31.0539,172,69.70021076,71.11495281
2015/5/28,31.0287,168,69.70964441,71.11059173
2015/5/29,27.1706,148,69.81960513,71.1067729
2015/5/30,29.7212,159,69.74575394,71.10259559
2015/5/31,29.4132,172,69.718246,71.09846156
2015/6/1,29.3557,175,69.71515759,71.09433562
2015/6/2,29.4557,172,69.69879786,71.09019562
2015/6/3,29.4037,176,69.64165941,71.08606293
2015/6/4,29.3973,179,69.55436003,71.08193114
2015/6/5,29.4545,176,69.66612998,71.07779131
2015/6/6,29.4588,174,69.70983217,71.07365087
2015/6/7,29.4304,173,69.57788144,71.06951443
2015/6/8,29.3764,161,69.68366554,71.06538558
2015/6/9,29.364,168,69.70473541,71.06125847
2015/6/10,29.3408,171,69.71435824,71.05713462
2015/6/11,29.3201,173,69.71324838,71.05301368
2015/6/12,29.2925,169,69.71176973,71.04889662
2015/6/13,29.3058,172,69.66900954,71.04477769
2015/6/14,29.2425,171,69.68735798,71.04066765
2015/6/15,29.2584,172,69.65560248,71.03655539
2015/6/16,29.2891,175,69.66811482,71.0324388
2015/6/17,29.2149,171,69.6967513,71.02833265
2015/6/18,1.6757,2,70.36372509,71.02809713
2015/6/19,20.8277,105,69.33261178,71.0251698
2015/6/20,31.1741,173,69.77220111,71.02078828
2015/6/21,30.8307,180,69.66587535,71.01645502
2015/6/22,30.7746,196,69.69530845,71.01212965
2015/6/23,30.6654,181,69.68918239,71.00781963
2015/6/24,30.8111,185,69.66477206,71.00348913
2015/6/25,30.7968,184,69.66396752,70.99916064
2015/6/26,30.7824,191,69.66315773,70.99483417
2015/6/27,30.7811,185,69.67394788,70.99050789
2015/6/28,30.7778,186,69.67376238,70.98618207
2015/6/29,30.7678,190,69.66233706,70.98185765
2015/6/30,30.8908,188,69.64753665,70.97751595
2015/7/1,30.8894,188,69.64745766,70.97317445
2015/7/2,30.4509,179,69.62288632,70.96889457
2015/7/3,10.5918,60,68.86721133,70.9674059
2015/7/4,24.6268,125,69.32867074,70.9639446
2015/7/5,30.7454,204,69.63935136,70.95962333
2015/7/6,30.6454,195,69.63374343,70.95531612
2015/7/7,30.6176,193,69.63218754,70.95101282
2015/7/8,30.5013,191,69.62569331,70.94672586
2015/7/9,30.4194,196,69.62113423,70.94245041
2015/7/10,30.4033,192,69.62023939,70.93817723
2015/7/11,30.3379,194,69.61660913,70.93391324
2015/7/12,30.2072,189,69.60937669,70.92966762
2015/7/13,30.185,191,69.60815122,70.92542512
2015/7/14,30.1615,190,69.60685492,70.92118592
2015/7/15,30.2039,181,69.60919447,70.91694076
2015/7/16,30.1832,186,69.60805189,70.91269851
2015/7/17,30.1557,185,69.60653513,70.90846013
2015/7/18,30.1231,187,69.60473881,70.90422632
2015/7/19,30.0936,194,69.60311492,70.89999667
2015/7/20,30.0708,188,69.60186089,70.89577022
2015/7/21,30.0271,189,69.59945988,70.89154991
2015/7/22,30.061,190,69.60132215,70.88732484
2015/7/23,30.0741,188,69.60204233,70.88309792
2015/7/24,30.0634,189,69.60145407,70.87887251
2015/7/25,30.031,190,69.59967403,70.87465165
2015/7/26,29.7598,188,69.58484681,70.87046891
2015/7/27,29.6697,187,69.57994945,70.86629884
2015/7/28,5.0087,32,68.7819667,70.86559486
2015/7/29,20.812,125,69.1684915,70.86266974
2015/7/30,31.2177,218,69.66607514,70.85828209
2015/7/31,30.921,210,69.64924142,70.85393614
2015/8/1,30.8526,200,69.64538258,70.84959981
2015/8/2,30.8971,205,69.64789215,70.84525722
2015/8/3,30.8697,213,69.64634652,70.84091849
2015/8/4,30.7749,206,69.64100906,70.83659307
2015/8/5,30.6742,208,69.63535671,70.83228181
2015/8/6,5.8304,103,68.79095486,70.83146235
2015/8/7,,0,71.09045696,70.83146235
2015/8/8,,0,71.09045696,70.83146235
2015/8/9,,0,71.09045696,70.83146235
2015/8/10,,0,71.09045696,70.83146235
2015/8/11,,0,71.09045696,70.83146235
2015/8/12,,0,71.09045696,70.83146235
2015/8/13,,0,71.09045696,70.83146235
2015/8/14,,0,71.09045696,70.83146235
2015/8/15,,0,71.09045696,70.83146235
2015/8/16,,0,71.09045696,70.83146235
2015/8/17,,0,71.09045696,70.83146235
2015/8/18,,0,71.09045696,70.83146235
2015/8/19,,0,71.09045696,70.83146235
2015/8/20,,0,71.09045696,70.83146235
2015/8/21,,0,71.09045696,70.83146235
2015/8/22,,0,71.09045696,70.83146235
2015/8/23,,0,71.09045696,70.83146235
2015/8/24,,0,71.09045696,70.83146235
2015/8/25,,0,71.09045696,70.83146235
2015/8/26,,0,71.09045696,70.83146235
2015/8/27,,0,71.09045696,70.83146235
2015/8/28,,0,71.09045696,70.83146235
2015/8/29,,0,71.09045696,70.83146235
2015/8/30,,0,71.09045696,70.83146235
2015/8/31,,0,71.09045696,70.83146235
2015/9/1,,0,71.09045696,70.83146235
2015/9/2,,0,71.09045696,70.83146235
2015/9/3,,0,71.09045696,70.83146235
2015/9/4,,0,71.09045696,70.83146235
2015/9/5,,0,71.09045696,70.83146235
2015/9/6,,0,71.09045696,70.83146235
2015/9/7,,0,71.09045696,70.83146235
2015/9/8,,0,71.09045696,70.83146235
2015/9/9,,0,71.09045696,70.83146235
2015/9/10,,0,71.09045696,70.83146235
2015/9/11,,0,71.09045696,70.83146235
2015/9/12,,0,71.09045696,70.83146235
2015/9/13,,0,71.09045696,70.83146235
2015/9/14,,0,71.09045696,70.83146235
2015/9/15,,0,71.09045696,70.83146235
2015/9/16,,0,71.09045696,70.83146235
2015/9/17,,0,71.09045696,70.83146235
2015/9/18,,0,71.09045696,70.83146235
2015/9/19,,0,71.09045696,70.83146235
2015/9/20,,0,71.09045696,70.83146235
2015/9/21,,0,71.09045696,70.83146235
2015/9/22,,0,71.09045696,70.83146235
2015/9/23,,0,71.09045696,70.83146235
2015/9/24,,0,71.09045696,70.83146235
2015/9/25,,0,71.09045696,70.83146235
2015/9/26,,0,71.09045696,70.83146235
2015/9/27,,0,71.09045696,70.83146235
2015/9/28,,0,71.09045696,70.83146235
2015/9/29,,0,71.09045696,70.83146235
2015/9/30,,0,71.09045696,70.83146235
2015/10/1,,0,71.09045696,70.83146235
2015/10/2,,0,71.09045696,70.83146235
2015/10/3,,0,71.09045696,70.83146235
2015/10/4,,0,71.09045696,70.83146235
2015/10/5,,0,71.09045696,70.83146235
2015/10/6,,0,71.09045696,70.83146235
2015/10/7,,0,71.09045696,70.83146235
2015/10/8,,0,71.09045696,70.83146235
2015/10/9,,0,71.09045696,70.83146235
2015/10/10,,0,71.09045696,70.83146235
2015/10/11,,0,71.09045696,70.83146235
2015/10/12,,0,71.09045696,70.83146235
2015/10/13,,0,71.09045696,70.83146235
2015/10/14,,0,71.09045696,70.83146235
2015/10/15,,0,71.09045696,70.83146235
2015/10/16,,0,71.09045696,70.83146235
2015/10/17,,0,71.09045696,70.83146235
2015/10/18,,0,71.09045696,70.83146235
2015/10/19,,0,71.09045696,70.83146235
2015/10/20,,0,71.09045696,70.83146235
2015/10/21,,0,71.09045696,70.83146235
2015/10/22,,0,71.09045696,70.83146235
2015/10/23,,0,71.09045696,70.83146235
2015/10/24,,0,71.09045696,70.83146235
2015/10/25,,0,71.09045696,70.83146235
2015/10/26,,0,71.09045696,70.83146235
2015/10/27,,0,71.09045696,70.83146235
2015/10/28,,0,71.09045696,70.83146235
2015/10/29,,0,71.09045696,70.83146235
2015/10/30,,0,71.09045696,70.83146235
2015/10/31,,0,71.09045696,70.83146235
2015/11/1,,0,71.09045696,70.83146235
2015/11/2,,0,71.09045696,70.83146235
2015/11/3,,0,71.09045696,70.83146235
2015/11/4,,0,71.09045696,70.83146235
2015/11/5,,0,71.09045696,70.83146235
2015/11/6,,0,71.09045696,70.83146235
2015/11/7,,0,71.09045696,70.83146235
2015/11/8,,0,71.09045696,70.83146235
2015/11/9,,0,71.09045696,70.83146235
2015/11/10,,0,71.09045696,70.83146235
2015/11/11,,0,71.09045696,70.83146235
2015/11/12,,0,71.09045696,70.83146235
2015/11/13,,0,71.09045696,70.83146235
2015/11/14,,0,71.09045696,70.83146235
2015/11/15,,0,71.09045696,70.83146235
2015/11/16,,0,71.09045696,70.83146235
2015/11/17,,0,71.09045696,70.83146235
2015/11/18,,0,71.09045696,70.83146235
2015/11/19,,0,71.09045696,70.83146235
2015/11/20,,0,71.09045696,70.83146235
2015/11/21,,0,71.09045696,70.83146235
2015/11/22,,0,71.09045696,70.83146235
2015/11/23,,0,71.09045696,70.83146235
2015/11/24,,0,71.09045696,70.83146235
2015/11/25,,0,71.09045696,70.83146235
2015/11/26,,0,71.09045696,70.83146235
2015/11/27,,0,71.09045696,70.83146235
2015/11/28,,0,71.09045696,70.83146235
2015/11/29,,0,71.09045696,70.83146235
2015/11/30,,0,71.09045696,70.83146235
2015/12/1,,0,71.09045696,70.83146235
2015/12/2,,0,71.09045696,70.83146235
2015/12/3,,0,71.09045696,70.83146235
2015/12/4,,0,71.09045696,70.83146235
2015/12/5,,0,71.09045696,70.83146235
2015/12/6,,0,71.09045696,70.83146235
2015/12/7,,0,71.09045696,70.83146235
2015/12/8,,0,71.09045696,70.83146235
2015/12/9,,0,71.09045696,70.83146235
2015/12/10,,0,71.09045696,70.83146235
2015/12/11,,0,71.09045696,70.83146235
2015/12/12,,0,71.09045696,70.83146235
2015/12/13,,0,71.09045696,70.83146235
2015/12/14,,0,71.09045696,70.83146235
2015/12/15,,0,71.09045696,70.83146235
2015/12/16,,0,71.09045696,70.83146235
2015/12/17,,0,71.09045696,70.83146235
2015/12/18,,0,71.09045696,70.83146235
2015/12/19,,0,71.09045696,70.83146235
2015/12/20,,0,71.09045696,70.83146235
2015/12/21,,0,71.09045696,70.83146235
2015/12/22,,0,71.09045696,70.83146235
2015/12/23,,0,71.09045696,70.83146235
2015/12/24,,0,71.09045696,70.83146235
2015/12/25,,0,71.09045696,70.83146235
2015/12/26,,0,71.09045696,70.83146235
2015/12/27,,0,71.09045696,70.83146235
2015/12/28,,0,71.09045696,70.83146235
2015/12/29,,0,71.09045696,70.83146235
2015/12/30,,0,71.09045696,70.83146235
2015/12/31,,0,71.09045696,70.83146235
2016/1/1,,0,71.09045696,70.83146235
2016/1/2,,0,71.09045696,70.83146235
2016/1/3,,0,71.09045696,70.83146235
2016/1/4,,0,71.09045696,70.83146235
2016/1/5,,0,71.09045696,70.83146235
2016/1/6,,0,71.09045696,70.83146235
2016/1/7,,0,71.09045696,70.83146235
2016/1/8,,0,71.09045696,70.83146235
2016/1/9,,0,71.09045696,70.83146235
2016/1/10,,0,71.09045696,70.83146235
2016/1/11,,0,71.09045696,70.83146235
2016/1/12,,0,71.09045696,70.83146235
2016/1/13,,0,71.09045696,70.83146235
2016/1/14,,0,71.09045696,70.83146235
2016/1/15,,0,71.09045696,70.83146235
2016/1/16,,0,71.09045696,70.83146235
2016/1/17,,0,71.09045696,70.83146235
2016/1/18,,0,71.09045696,70.83146235
2016/1/19,,0,71.09045696,70.83146235
2016/1/20,,0,71.09045696,70.83146235
2016/1/21,,0,71.09045696,70.83146235
2016/1/22,,0,71.09045696,70.83146235
2016/1/23,,0,71.09045696,70.83146235
2016/1/24,,0,71.09045696,70.83146235
2016/1/25,,0,71.09045696,70.83146235
2016/1/26,,0,71.09045696,70.83146235
2016/1/27,,0,71.09045696,70.83146235
2016/1/28,,0,71.09045696,70.83146235
2016/1/29,,0,71.09045696,70.83146235
2016/1/30,,0,71.09045696,70.83146235
2016/1/31,,0,71.09045696,70.83146235
2016/2/1,,0,71.09045696,70.83146235
2016/2/2,,0,71.09045696,70.83146235
2016/2/3,,0,71.09045696,70.83146235
2016/2/4,,0,71.09045696,70.83146235
2016/2/5,,0,71.09045696,70.83146235
2016/2/6,,0,71.09045696,70.83146235
2016/2/7,,0,71.09045696,70.83146235
2016/2/8,,0,71.09045696,70.83146235
2016/2/9,,0,71.09045696,70.83146235
2016/2/10,,0,71.09045696,70.83146235
2016/2/11,,0,71.09045696,70.83146235
2016/2/12,,0,71.09045696,70.83146235
2016/2/13,,0,71.09045696,70.83146235
2016/2/14,,0,71.09045696,70.83146235
2016/2/15,,0,71.09045696,70.83146235
2016/2/16,,0,71.09045696,70.83146235
2016/2/17,,0,71.09045696,70.83146235
2016/2/18,,0,71.09045696,70.83146235
2016/2/19,,0,71.09045696,70.83146235
2016/2/20,,0,71.09045696,70.83146235
2016/2/21,,0,71.09045696,70.83146235
2016/2/22,,0,71.09045696,70.83146235
2016/2/23,,0,71.09045696,70.83146235
2016/2/24,,0,71.09045696,70.83146235
2016/2/25,,0,71.09045696,70.83146235
2016/2/26,,0,71.09045696,70.83146235
2016/2/27,,0,71.09045696,70.83146235
2016/2/28,,0,71.09045696,70.83146235
2016/2/29,,0,71.09045696,70.83146235
2016/3/1,,0,71.09045696,70.83146235
2016/3/2,,0,71.09045696,70.83146235
2016/3/3,,0,71.09045696,70.83146235
2016/3/4,,0,71.09045696,70.83146235
2016/3/5,,0,71.09045696,70.83146235
2016/3/6,,0,71.09045696,70.83146235
2016/3/7,,0,71.09045696,70.83146235
2016/3/8,,0,71.09045696,70.83146235
2016/3/9,,0,71.09045696,70.83146235
2016/3/10,,0,71.09045696,70.83146235
2016/3/11,,0,71.09045696,70.83146235
2016/3/12,,0,71.09045696,70.83146235
2016/3/13,,0,71.09045696,70.83146235
2016/3/14,,0,71.09045696,70.83146235
2016/3/15,,0,71.09045696,70.83146235
2016/3/16,,0,71.09045696,70.83146235
2016/3/17,,0,71.09045696,70.83146235
2016/3/18,,0,71.09045696,70.83146235
2016/3/19,,0,71.09045696,70.83146235
2016/3/20,,0,71.09045696,70.83146235
2016/3/21,,0,71.09045696,70.83146235
2016/3/22,,0,71.09045696,70.83146235
2016/3/23,,0,71.09045696,70.83146235
2016/3/24,,0,71.09045696,70.83146235
2016/3/25,,0,71.09045696,70.83146235
2016/3/26,,0,71.09045696,70.83146235
2016/3/27,,0,71.09045696,70.83146235
2016/3/28,,0,71.09045696,70.83146235
2016/3/29,,0,71.09045696,70.83146235
2016/3/30,,0,71.09045696,70.83146235
2016/3/31,,0,71.09045696,70.83146235
2016/4/1,,0,71.09045696,70.83146235
2016/4/2,,0,71.09045696,70.83146235
2016/4/3,,0,71.09045696,70.83146235
2016/4/4,,0,71.09045696,70.83146235
2016/4/5,,0,71.09045696,70.83146235
2016/4/6,,0,71.09045696,70.83146235
2016/4/7,,0,71.09045696,70.83146235
2016/4/8,,0,71.09045696,70.83146235
2016/4/9,,0,71.09045696,70.83146235
2016/4/10,,0,71.09045696,70.83146235
2016/4/11,,0,71.09045696,70.83146235
2016/4/12,,0,71.09045696,70.83146235
2016/4/13,,0,71.09045696,70.83146235
2016/4/14,,0,71.09045696,70.83146235
2016/4/15,,0,71.09045696,70.83146235
2016/4/16,,0,71.09045696,70.83146235
2016/4/17,,0,71.09045696,70.83146235
2016/4/18,,0,71.09045696,70.83146235
2016/4/19,,0,71.09045696,70.83146235
2016/4/20,,0,71.09045696,70.83146235
2016/4/21,,0,71.09045696,70.83146235
2016/4/22,,0,71.09045696,70.83146235
2016/4/23,,0,71.09045696,70.83146235
2016/4/24,,0,71.09045696,70.83146235
2016/4/25,,0,71.09045696,70.83146235
2016/4/26,,0,71.09045696,70.83146235
2016/4/27,,0,71.09045696,70.83146235
2016/4/28,,0,71.09045696,70.83146235
2016/4/29,,0,71.09045696,70.83146235
2016/4/30,,0,71.09045696,70.83146235
2016/5/1,,0,71.09045696,70.83146235
2016/5/2,,0,71.09045696,70.83146235
2016/5/3,,0,71.09045696,70.83146235
2016/5/4,,0,71.09045696,70.83146235
2016/5/5,,0,71.09045696,70.83146235
2016/5/6,,0,71.09045696,70.83146235
2016/5/7,,0,71.09045696,70.83146235
2016/5/8,,0,71.09045696,70.83146235
2016/5/9,,0,71.09045696,70.83146235
2016/5/10,,0,71.09045696,70.83146235
2016/5/11,,0,71.09045696,70.83146235
2016/5/12,,0,71.09045696,70.83146235
2016/5/13,,0,71.09045696,70.83146235
2016/5/14,,0,71.61311358,70.83146235
2016/5/15,,0,71.61311358,70.83146235
2016/5/16,,0,71.61311358,70.83146235
2016/5/17,,0,71.61311358,70.83146235
2016/5/18,,0,71.61311358,70.83146235
2016/5/19,,0,71.61311358,70.83146235
2016/5/20,,0,71.61311358,70.83146235
2016/5/21,,0,71.61311358,70.83146235
2016/5/22,,0,71.61311358,70.83146235
2016/5/23,,0,71.61311358,70.83146235
2016/5/24,,0,71.61311358,70.83146235
2016/5/25,,0,71.61311358,70.83146235
2016/5/26,,0,71.61311358,70.83146235
2016/5/27,33.0237,424.5,66.95510487,70.82682087
2016/5/28,42.94,414.3,69.50343274,70.82078565
2016/5/29,44.4672,368.2,69.11670447,70.81453579
2016/5/30,44.898,422,68.80588074,70.80822538
2016/5/31,33.4792,273.2,69.6692398,70.80351987
2016/6/1,30.6148,267.3,69.66462342,70.79921696
2016/6/2,30.4806,231.2,69.66799868,70.79493292
2016/6/3,30.4741,228.4,69.64590767,70.79064978
2016/6/4,30.3761,233,69.64045936,70.78638042
2016/6/5,30.3065,226.9,69.62573463,70.78212084
2016/6/6,30.4228,228.4,69.59959221,70.77784492
2016/6/7,30.5028,232.2,69.58231558,70.77355775
2016/6/8,30.5335,222.6,69.56229672,70.76926626
2016/6/9,30.4922,248.5,69.50565995,70.76498059
2016/6/10,30.539,231.4,69.46480355,70.76068833
2016/6/11,30.5131,227.6,69.45248935,70.75639971
2016/6/12,30.4707,236.2,69.43925559,70.75211706
2016/6/13,30.4421,238.2,69.43766151,70.74783842
2016/6/14,30.4362,232.1,69.42646447,70.74356061
2016/6/15,30.4071,216.2,69.40310665,70.73928689
2016/6/16,30.3304,230.6,69.37710349,70.73502396
2016/6/17,30.1239,217.6,69.43089277,70.73079004
2016/6/18,29.9979,201.9,69.45656774,70.72657384
2016/6/19,29.9926,227.6,69.45627674,70.72235838
2016/6/20,29.9483,209.5,69.44297642,70.71814914
2016/6/21,30.2064,231.4,69.40284014,70.71390363
2016/6/22,30.0268,194,69.40380603,70.70968337
2016/6/23,30.7338,196,69.34530973,70.70536373
2016/6/24,30.6722,226.4,69.33097772,70.70105275
2016/6/25,30.5287,215.8,69.32293581,70.69676194
2016/6/26,30.4148,213.4,69.2839669,70.69248714
2016/6/27,30.3596,228.1,69.30263519,70.6882201
2016/6/28,30.3015,227.2,69.2885355,70.68396123
2016/6/29,30.2871,203,69.29860728,70.67970438
2016/6/30,30.3249,209.2,69.28983523,70.67544221
2016/7/1,30.3378,208.2,69.26880984,70.67117823
2016/7/2,30.3163,213.1,69.27848627,70.66691728
2016/7/3,30.3494,215.3,69.2585835,70.66265167
2016/7/4,30.3642,213.1,69.23766376,70.65838398
2016/7/5,30.3108,216.5,69.2346942,70.6541238
2016/7/6,30.2147,217.8,69.21849026,70.64987712
2016/7/7,30.1956,212.3,69.21743248,70.64563313
2016/7/8,30.076,214.3,69.21082356,70.64140595
2016/7/9,30.1573,223.8,69.20444038,70.63716734
2016/7/10,30.1713,194.4,69.18346848,70.63292676
2016/7/11,30.1355,219.7,69.18148863,70.62869122
2016/7/12,20.45,204.5,69.18009082,70.62581697
2016/7/13,21.35,213.5,69.17046581,70.62281623
2016/7/14,19.94,199.4,69.17398465,70.62001366
2016/7/15,21.21,212.1,69.15670793,70.6170326
2016/7/16,20.87,208.7,69.16517839,70.61409932
2016/7/17,21.84,218.4,69.15335683,70.61102971
2016/7/18,21.1,211,69.15418529,70.6080641
2016/7/19,20.93,209.3,69.15124685,70.60512239
2016/7/20,21.07,210.7,69.13814088,70.602161
2016/7/21,21.75,217.5,69.12804104,70.59910404
2016/7/22,21.13,211.3,69.11643259,70.59613422
2016/7/23,20.49,204.9,69.1033615,70.59325435
2016/7/24,20.62,206.2,69.09232048,70.59035621
2016/7/25,20.98,209.8,69.07854088,70.58740747
2016/7/26,20.51,205.1,69.06384028,70.58452479
2016/7/27,21.97,219.7,69.05304249,70.5814369
2016/7/28,21.13,211.3,69.03169023,70.57846708
2016/7/29,21.76,217.6,69.02706934,70.57540871
2016/7/30,21.37,213.7,69.00512883,70.57240516
2016/7/31,21.35,213.5,68.99768264,70.56940442
2016/8/1,21.72,217.2,68.96852958,70.56635167
2016/8/2,21.81,218.1,68.96590048,70.56328628
2016/8/3,21.77,217.7,68.95146313,70.5602265
2016/8/4,21.62,216.2,68.93949076,70.55718781
2016/8/5,21.72,217.2,68.91667391,70.55413507
2016/8/6,21.82,218.2,68.9027203,70.55106826
2016/8/7,22.18,221.8,68.89147216,70.54795087
2016/8/8,21.47,214.7,68.87719871,70.54493326
2016/8/9,21.72,217.2,68.86346432,70.54188051
2016/8/10,21.92,219.2,68.85391554,70.53879966
2016/8/11,19.99,199.9,64.72594345,70.53599006
2016/8/12,22.45,224.5,68.81187555,70.53283471
2016/8/13,23.47,234.7,68.93096331,70.529536
2016/8/14,23.27,232.7,68.77956048,70.52626541
2016/8/15,22.56,225.6,68.79114269,70.5230946
2016/8/16,23.99,239.9,68.79060058,70.5197228
2016/8/17,23.41,234.1,68.76836143,70.51643253
2016/8/18,21.46,214.6,68.74711259,70.51341633
2016/8/19,23.05,230.5,68.74332677,70.51017665
2016/8/20,21.73,217.3,68.71977559,70.5071225
2016/8/21,22.95,229.5,68.69787867,70.50389687
2016/8/22,23.18,231.8,68.68405467,70.50063892
2016/8/23,23.03,230.3,68.67071957,70.49740206
2016/8/24,23.16,231.6,68.65649619,70.49414692
2016/8/25,23.37,233.7,68.67033116,70.49086227
2016/8/26,23.31,233.1,68.64338434,70.48758605
2016/8/27,23.44,234.4,68.6226515,70.48429155
2016/8/28,23.13,231.3,68.60939781,70.48104063
2016/8/29,23.25,232.5,68.58423645,70.47777285
2016/8/30,23.29,232.9,68.57112612,70.47449944
2016/8/31,23.91,239.1,68.54922437,70.47113889
2016/9/1,22.85,228.5,68.5357438,70.46792732
2016/9/2,22.67,226.7,68.52433831,70.46474105
2016/9/3,24.37,243.7,68.51125474,70.46131585
2016/9/4,23.7,237,68.51166611,70.45798481
2016/9/5,21.84,218.4,68.47736602,70.4549152
2016/9/6,21.14,211.4,68.45763552,70.45194397
2016/9/7,3.45,34.5,67.63428931,70.45145907
2016/9/8,,0,70.71997496,70.45145907
2016/9/9,,0,70.73087466,70.45145907
2016/9/10,,0,70.74177419,70.45145907
2016/9/11,,0,70.77447162,70.45145907
2016/9/12,,0,70.79626892,70.45145907
2016/9/13,,0,70.79626892,70.45145907
2016/9/14,,0,70.8071673,70.45145907
2016/9/15,37.1557,335.8,67.18094526,70.44623684
2016/9/16,31.9139,275.5,68.66296982,70.44175134
2016/9/17,30.7602,258.5,68.59644518,70.437428
2016/9/18,30.5786,257.9,68.5644251,70.43313017
2016/9/19,30.5257,252.4,68.53968326,70.42883979
2016/9/20,30.5038,253.3,68.5275693,70.42455248
2016/9/21,30.3972,253.1,68.51070405,70.42028015
2016/9/22,30.3479,253.1,68.48617649,70.41601475
2016/9/23,30.2935,247.1,68.47225121,70.411757
2016/9/24,2.5496,27.8,67.59132313,70.41139866
2016/9/25,,0,70.74177419,70.41139866
2016/9/26,,0,70.74177419,70.41139866
2016/9/27,0,0,70.7635727,70.41139866
2016/9/28,,0,70.78537036,70.41139866
2016/9/29,,0,70.78537036,70.41139866
2016/9/30,,0,70.79626892,70.41139866
2016/10/1,,0,70.81806549,70.41139866
2016/10/2,,0,70.82896343,70.41139866
2016/10/3,,0,70.8507588,70.41139866
2016/10/4,,0,70.86165621,70.41139866
2016/10/5,,0,70.87255343,70.41139866
2016/10/6,,0,70.87255343,70.41139866
2016/10/7,,0,70.87255343,70.41139866
2016/10/8,26.6008,166.4,68.07095502,70.40765991
2016/10/9,32.3547,344.2,68.52589617,70.40311246
2016/10/10,32.3766,260.2,68.46194493,70.39856193
2016/10/11,32.0774,252,68.41155554,70.39405345
2016/10/12,32.1005,257.6,68.38028513,70.38954173
2016/10/13,32.0829,248.5,68.36836534,70.38503247
2016/10/14,32.0168,261.3,68.23389467,70.38053251
2016/10/15,31.9193,248.7,68.27167147,70.37604625
2016/10/16,31.7528,266.8,68.30542162,70.3715834
2016/10/17,31.8649,269.8,68.30111575,70.36710479
2016/10/18,31.764,259.9,68.28431427,70.36264036
2016/10/19,31.6416,269.6,68.27715676,70.35819313
2016/10/20,31.6746,283.9,68.2464363,70.35374126
2016/10/21,31.6529,277.6,68.22340237,70.34929245
2016/10/22,31.6018,284.8,68.20953621,70.34485082
2016/10/23,31.6114,275.2,68.18832858,70.34040783
2016/10/24,31.58,273.5,68.14295907,70.33596927
2016/10/25,31.5356,256.6,68.12948632,70.33153694
2016/10/26,31.3737,240.3,68.09830741,70.32712736
2016/10/27,31.1409,247.5,68.09574851,70.32275051
2016/10/28,31.0876,251.7,68.06001992,70.31838115
2016/10/29,31.0145,253.3,68.04493514,70.31402206
2016/10/30,31.0032,249.2,67.98984103,70.30966456
2016/10/31,30.8974,252.4,67.86398024,70.30532193
2016/11/1,30.8562,279,67.97053976,70.30098509
2016/11/2,30.8003,282.3,67.95646023,70.29665611
2016/11/3,30.899,284.5,67.94031284,70.29231325
2016/11/4,30.9042,282.7,67.9297192,70.28796967
2016/11/5,30.79,285.4,67.90141545,70.28364214
2016/11/6,30.773,282.4,67.88955449,70.27931699
2016/11/7,30.7179,273.2,67.86463231,70.27499959
2016/11/8,30.6866,284,67.83017255,70.27068659
2016/11/9,30.6427,283.1,67.8276787,70.26637976
2016/11/10,30.587,283.1,67.80273089,70.26208075
2016/11/11,30.5351,278.5,67.78889683,70.25778904
2016/11/12,30.4812,289.8,67.78584915,70.25350491
2016/11/13,30.5752,288.4,67.78027276,70.24920757
2016/11/14,30.7252,283.3,67.76700426,70.24488914
2016/11/15,30.4072,284.5,67.7380898,70.24061541
2016/11/16,30.3921,281.8,67.72634219,70.2363438
2016/11/17,30.3441,270.8,67.70184505,70.23207894
2016/11/18,30.2158,271.9,67.68374059,70.22783211
2016/11/19,30.2237,269.5,67.65148901,70.22358416
2016/11/20,30.2756,280.4,67.64350415,70.21932893
2016/11/21,30.2649,293.4,67.63200454,70.2150752
2016/11/22,30.2809,297.8,67.62200489,70.21081922
2016/11/23,30.2982,292.4,67.59028076,70.2065608
2016/11/24,30.1667,297.2,67.58289918,70.20232087
2016/11/25,30.204,308.3,67.55229004,70.1980757
2016/11/26,30.1842,303.9,67.54027926,70.19383331
2016/11/27,30.1963,319.2,67.51915656,70.18958922
2016/11/28,30.1015,305.2,67.51384648,70.18535846
2016/11/29,30.0481,310.3,67.48905901,70.1811352
2016/11/30,29.9735,317.7,67.48489807,70.17692242
2016/12/1,29.945,311.7,67.47240859,70.17271365
2016/12/2,29.9735,316.6,67.45219047,70.16850088
2016/12/3,29.9876,312.9,67.43117049,70.16428612
2016/12/4,29.9923,319.6,67.42052939,70.1600707
2016/12/5,29.9767,313.3,67.41965956,70.15585748
2016/12/6,29.9814,313.2,67.40901815,70.15164359
