日期,日产气量,日产水量,井底流压,地层压力,累积产气量/104m3
2016/9/24,44.2000 ,0.0000 ,63.5029 ,63.7900 ,44.2000
2017/9/5,35.9800 ,39.5216 ,57.2565 ,57.7000 ,13915.3400
2018/5/30,15.9500 ,69.5240 ,53.5026 ,53.8300 ,20847.9950
2019/6/18,15.2900 ,74.0768 ,48.0377 ,48.3740 ,26846.0750
